#commodity_name	kg	m3	LDM	LU	m2	AU	price
Article_1797	3.92875	0.031625	0.0060714286	0.03125	0.02875	1	1
Article_1798	15.085	0.145903125	0.0217948718	0.125	0.145903125	1	56.9
Article_1799	0.1333333333	0.0064	0.0013888889	0.0833333333	0.02	1	1
Article_1800	0.2357142857	0.0016874671	0.0003331374	0.0238095238	0.0047534286	1	8.32
Article_1801	0.01852	1.3464E-05	1.66259E-05	0.002	8.16E-05	1	0
Article_1802	1.2384444444	0.0062666667	0.0013888889	0.1111111111	0.0266666667	1	656.6666666667
Article_1803	0.938	0.00696	0.0011111111	0.1	0.024	1	7.06
Article_1804	0.1333333333	0.0064	0.0013888889	0.0833333333	0.02	1	1
Article_1805	0.2357142857	0.0016874671	0.0003331374	0.0238095238	0.0047534286	1	9.82
Article_1806	15.705	0.145903125	0.0217948718	0.125	0.145903125	1	61.32
Article_1807	0.938	0.00696	0.0011111111	0.1	0.024	1	7.06
Article_1808	0.1333333333	0.0064	0.0013888889	0.0833333333	0.02	1	1
Article_1809	3.92875	0.031625	0.0060714286	0.03125	0.02875	1	1
Article_1810	0.2338888889	0.0004666667	7.71605E-05	0.0069444444	0.0016666667	1	2729
Article_1811	15.085	0.145903125	0.0217948718	0.125	0.145903125	1	56.9
Article_1812	0.0382916667	0.00028	4.62963E-05	0.0041666667	0.001	1	0.19
Article_1813	0.002048	1.4E-06	1.4167E-06	0.0002	1.4E-05	1	0
Article_1814	3.92875	0.031625	0.0060714286	0.03125	0.02875	1	1
Article_1815	0.1333333333	0.0064	0.0013888889	0.0833333333	0.02	1	1
Article_1816	0.2278888889	0.0004666667	7.71605E-05	0.0069444444	0.0016666667	1	2729
Article_1817	1.085	0.0087	0.0013888889	0.125	0.03	1	1
Article_1818	0.2938888889	0.0018126111	0.0003041689	0.0277777778	0.0064736111	1	37.49
Article_1819	1.085	0.0087	0.0013888889	0.125	0.03	1	1
Article_1820	0.1333333333	0.0064	0.0013888889	0.0833333333	0.02	1	1
Article_1821	1.5519047619	0.0119564048	0.0016865079	0.0119047619	0.0123261905	1	7.1
Article_1822	1.154	0.0144	0.002	0.02	0.0192	1	6025
Article_1823	0.2938888889	0.0018126111	0.0003041689	0.0277777778	0.0064736111	1	37.49
Article_1824	0.0229285714	0.00027675	4.67258E-05	0.0071428571	0.001025	1	0.25
Article_1825	0.0030475	1.664E-06	2.0808E-06	0.00025	1.04E-05	1	1
Article_1826	0.2357142857	0.0016874671	0.0003331374	0.0238095238	0.0047534286	1	6.91
Article_1827	2.8268421053	0.0264299474	0.0037280702	0.0263157895	0.0272473684	1	2.7
Article_1828	1.085	0.0087	0.0013888889	0.125	0.03	1	1
Article_1829	0.4216666667	0.006	0.0008333333	0.0083333333	0.008	1	3006
Article_1830	0.065625	0.001125	0.0002604167	0.015625	0.00375	1	1
Article_1831	0.2357142857	0.0016874671	0.0003331374	0.0238095238	0.0047534286	1	6.79
Article_1832	0.00328	1.8062E-06	4.25E-06	0.00025	1.0625E-05	1	0.01
Article_1833	1.6071428571	0.0375160714	0.0067460317	0.0044642857	0.0159642857	1	5.82
Article_1834	0.0725185185	0.0004977778	8.23045E-05	0.0074074074	0.0017777778	1	0.3
Article_1835	1.085	0.0087	0.0013888889	0.125	0.03	1	1
Article_1836	0.4916666667	0.006	0.0008333333	0.0083333333	0.008	1	2344
Article_1837	2.9168421053	0.0264299474	0.0037280702	0.0263157895	0.0272473684	1	6.54
Article_1838	0.1961162791	0.0004020689	9.68992E-05	0.023255814	0.0027351628	1	1974
Article_1839	0.229	0.000823284	0.0001388889	0.0125	0.0029403	1	6.71
Article_1840	0.54	0.003293136	0.0016666667	0.05	0.0117612	1	1803
Article_1841	1.085	0.0087	0.0013888889	0.125	0.03	1	1
Article_1842	0.4916666667	0.006	0.0008333333	0.0083333333	0.008	1	2344
Article_1843	3.1746666667	0.07	0.0108974359	0.0416666667	0.05	1	8.95
Article_1844	17.435	0.145903125	0.0217948718	0.125	0.145903125	1	116.09
Article_1845	0.815	0.003	0.0005555556	0.05	0.012	1	14.15
Article_1846	1.14	0.0144	0.002	0.02	0.0192	1	6025
Article_1847	0.69	0.003293136	0.0016666667	0.05	0.0117612	1	2454
Article_1848	0.4916666667	0.006	0.0008333333	0.0083333333	0.008	1	2344
Article_1849	0.0593181818	0.0008805682	0.0001486729	0.0227272727	0.0032613636	1	0.39
Article_1850	1.085	0.0087	0.0013888889	0.125	0.03	1	1
Article_1851	0.319	0.000823284	0.0001388889	0.0125	0.0029403	1	29.91
Article_1852	0.815	0.003	0.0005555556	0.05	0.012	1	14.15
Article_1853	0.4916666667	0.006	0.0008333333	0.0083333333	0.008	1	2344
Article_1854	0.006952381	0.0005357143	0.0002453102	0.005952381	0.0017857143	1	1782
Article_1855	0.69	0.00336	0.0005555556	0.05	0.012	1	2134
Article_1856	1.085	0.0087	0.0013888889	0.125	0.03	1	1
Article_1857	0.229	0.000823284	0.0001388889	0.0125	0.0029403	1	6.71
Article_1858	0.2338888889	0.0004666667	7.71605E-05	0.0069444444	0.0016666667	1	3041
Article_1859	0.0338333333	0.0003	4.62963E-05	0.0083333333	0.002	1	0.19
Article_1860	1.47	0.0174	0.0027777778	0.25	0.06	1	1
Article_1861	17.435	0.145903125	0.0217948718	0.125	0.145903125	1	120.88
Article_1862	0.2338888889	0.0004666667	7.71605E-05	0.0069444444	0.0016666667	1	3118
Article_1863	0.1065833333	0.00056	9.25926E-05	0.0083333333	0.002	1	0.37
Article_1864	0.0593181818	0.0008805682	0.0001486729	0.0227272727	0.0032613636	1	0.39
Article_1865	0.1333333333	0.0064	0.0013888889	0.0833333333	0.02	1	1
Article_1866	15.705	0.145903125	0.0217948718	0.125	0.145903125	1	61.32
Article_1867	1.47	0.0174	0.0027777778	0.25	0.06	1	1
Article_1868	0.1065833333	0.00056	9.25926E-05	0.0083333333	0.002	1	0.37
Article_1869	1.085	0.0087	0.0013888889	0.125	0.03	1	1
Article_1870	0.0593181818	0.0008805682	0.0001486729	0.0227272727	0.0032613636	1	0.42
Article_1871	0.4916666667	0.006	0.0008333333	0.0083333333	0.008	1	2344
Article_1872	17.435	0.145903125	0.0217948718	0.125	0.145903125	1	116.09
Article_1873	2.8708333333	0.0209237083	0.0029513889	0.0208333333	0.0215708333	1	1
Article_1874	1.085	0.0087	0.0013888889	0.125	0.03	1	1
Article_1875	1.085	0.0087	0.0013888889	0.125	0.03	1	1
Article_1876	0.4916666667	0.006	0.0008333333	0.0083333333	0.008	1	2344
Article_1877	0.0725185185	0.0004977778	8.23045E-05	0.0074074074	0.0017777778	1	0.3
Article_1878	17.435	0.145903125	0.0217948718	0.125	0.145903125	1	120.88
Article_1879	2.8708333333	0.0209237083	0.0029513889	0.0208333333	0.0215708333	1	1
Article_1880	0.7283333333	0.0086893333	0.0021464646	0.0416666667	0.0155166667	1	15.13
Article_1881	0.04	0.000672	0.0001	0.005	0.0024	1	1
Article_1882	2.606	0.0198862813	0.0028619529	0.0208333333	0.02126875	1	9.62
Article_1883	2.9975	0.0168	0.0083333333	0.25	0.06	1	18.59
Article_1884	0.1902727273	0.0032887273	0.0005519481	0.0454545455	0.0102772727	1	1
Article_1885	1.1816666667	0.0112	0.0018518519	0.1666666667	0.04	1	2.85
Article_1886	0.7283333333	0.0086893333	0.0021464646	0.0416666667	0.0155166667	1	15.13
Article_1887	0.53	0.018	0.0025	0.025	0.024	1	10.97
Article_1888	0.1114583333	0.0013594583	0.0002281267	0.0208333333	0.0048552083	1	0.35
Article_1889	0.19	0.002688	0.0004	0.02	0.0096	1	1
Article_1890	0.2076	0.00137214	0.0003472222	0.0208333333	0.0049005	1	414
Article_1891	2.606	0.0198862813	0.0028619529	0.0208333333	0.02126875	1	9.62
Article_1892	0.0461309524	0.0004	6.61376E-05	0.005952381	0.0014285714	1	0.47
Article_1893	0.0155555556	0.0001438722	2.73752E-05	0.0055555556	0.0007572222	1	1.05
Article_1894	0.17	0.002688	0.0004	0.02	0.0096	1	1
Article_1895	0.21	0.002688	0.0004	0.02	0.0096	1	1
Article_1896	2.9975	0.0168	0.0083333333	0.25	0.06	1	18.59
Article_1897	0.0155555556	0.0001438722	2.73752E-05	0.0055555556	0.0007572222	1	1.05
Article_1898	0.1909090909	0.0033163636	0.0005519481	0.0454545455	0.0103636364	1	0.55
Article_1899	2.606	0.0198862813	0.0028619529	0.0208333333	0.02126875	1	9.62
Article_1900	0.1114583333	0.0013594583	0.0002281267	0.0208333333	0.0048552083	1	0.35
Article_1901	0.0189583333	0.0002285625	3.30688E-05	0.0208333333	0.0019046875	1	1
Article_1902	0.0271571429	0.0005357143	7.19577E-05	0.0357142857	0.0026785714	1	130.8766666667
Article_1903	0.0458571429	0.0005535	9.34515E-05	0.0142857143	0.00205	1	0.4
Article_1904	2.9975	0.0168	0.0083333333	0.25	0.06	1	13.36
Article_1905	0.0094285714	0.000624	0.0001264881	0.0071428571	0.0012	1	0.12
Article_1906	0.128125	0.00228	0.0003794643	0.03125	0.007125	1	0.33
Article_1907	2.9875384615	0.0403846154	0.0058119658	0.0192307692	0.0403846154	1	22.82
Article_1908	0.3932	0.0020416	0.0013140097	0.04	0.00928	1	14
Article_1909	0.05	0.000672	0.0001	0.005	0.0024	1	2.3
Article_1910	0.0704081633	0.0004617653	0.0002154899	0.0102040816	0.0035520408	1	13.05
Article_1911	0.596	0.00336	0.0005555556	0.05	0.012	1	1
Article_1912	2.9975	0.0168	0.0083333333	0.25	0.06	1	13.36
Article_1913	0.5958571429	0.0005535	9.34515E-05	0.0142857143	0.00205	1	0.4
Article_1914	2.9875384615	0.0403846154	0.0058119658	0.0192307692	0.0403846154	1	22.82
Article_1915	0.1290625	0.002261	0.0003794643	0.03125	0.007065625	1	1
Article_1916	0.446	0.00336	0.0005555556	0.05	0.012	1	1
Article_1917	2.8875384615	0.0403846154	0.0058119658	0.0192307692	0.0403846154	1	16.25
Article_1918	0.938	0.00696	0.0011111111	0.1	0.024	1	7.06
Article_1919	0.2230272109	0.0032489796	0.0004535147	0.0034013605	0.0032653061	1	155
Article_1920	0.1114583333	0.0013594583	0.0002281267	0.0208333333	0.0048552083	1	0.35
Article_1921	0.1909090909	0.0033163636	0.0005519481	0.0454545455	0.0103636364	1	0.55
Article_1922	0.3277777778	0.0011	0.000462963	0.0277777778	0.0033333333	1	1
Article_1923	0.1114583333	0.0013594583	0.0002281267	0.0208333333	0.0048552083	1	0.35
Article_1924	0.0271571429	0.0005357143	7.19577E-05	0.0357142857	0.0026785714	1	130.8766666667
Article_1925	0.938	0.00696	0.0011111111	0.1	0.024	1	7.06
Article_1926	2.9975	0.0168	0.0083333333	0.25	0.06	1	18.59
Article_1927	0.1912727273	0.0032887273	0.0005519481	0.0454545455	0.0102772727	1	1
Article_1928	0.236	0.00336	0.0005555556	0.05	0.012	1	1
Article_1929	0.1241666667	0.0038	0.0005555556	0.0041666667	0.004	1	0.25
Article_1930	0.18	0.002688	0.0004	0.02	0.0096	1	6.69
Article_1931	2.8708333333	0.0209237083	0.0029513889	0.0208333333	0.0215708333	1	1
Article_1932	0.0014573333	8.7005E-06	1.46E-06	0.0001333333	3.10733E-05	1	1
Article_1933	0.009	0.0004368	8.85417E-05	0.005	0.00084	1	0.12
Article_1934	0.0212333333	0.00012	5.55556E-05	0.0016666667	0.0004	1	0.24
Article_1935	12.5384615385	0.0772567692	0.0108974359	0.0769230769	0.0796461538	1	1
Article_1936	0.02665	1.386E-05	1.31173E-05	0.0025	0.000126	1	10.4
Article_1937	0.0151428571	0.000126	1.98413E-05	0.0071428571	0.0008571429	1	0.12
Article_1938	2.8708333333	0.0209237083	0.0029513889	0.0208333333	0.0215708333	1	1
Article_1939	5.3930769231	0.0807692308	0.0116239316	0.0384615385	0.0807692308	1	18.02
Article_1940	0.022	1.42175E-05	2.65107E-05	0.002	0.00012925	1	0.1
Article_1941	0.0236666667	0.00012	2.77778E-05	0.0016666667	0.0004	1	1
Article_1942	2.8708333333	0.0209237083	0.0029513889	0.0208333333	0.0215708333	1	1
Article_1943	0.0151428571	0.000126	1.98413E-05	0.0071428571	0.0008571429	1	0.12
Article_1944	0.0116444444	0.00016	7.40741E-05	0.0022222222	0.0005333333	1	0.24
Article_1945	0.1541666667	0.0038	0.0005555556	0.0041666667	0.004	1	0.57
Article_1946	13.0833333333	0.0836948333	0.0118055556	0.0833333333	0.0862833333	1	1
Article_1947	5.4830769231	0.0807692308	0.0116239316	0.0384615385	0.0807692308	1	27.79
Article_1948	2.8708333333	0.0209237083	0.0029513889	0.0208333333	0.0215708333	1	1
Article_1949	0.0657333333	0.0008700533	0.0001460011	0.0133333333	0.0031073333	1	1
Article_1950	0.0192222222	0.00016	3.7037E-05	0.0022222222	0.0005333333	1	1
Article_1951	0.009	0.0004368	8.85417E-05	0.005	0.00084	1	0.12
Article_1952	0.3719444444	0.0018666667	0.000308642	0.0277777778	0.0066666667	1	1697
Article_1953	2.9975	0.0168	0.0083333333	0.25	0.06	1	18.59
Article_1954	1.026031746	0.0092380952	0.0013838014	0.0079365079	0.0095238095	1	4.66
Article_1955	0.21	0.002688	0.0004	0.02	0.0096	1	1
Article_1956	0.01288	0.000129724	2.36111E-05	0.002	0.0006328	1	0.15
Article_1957	0.004976	2.59448E-05	4.7222E-06	0.0004	0.00012656	1	0.04
Article_1958	0.3719444444	0.0018666667	0.000308642	0.0277777778	0.0066666667	1	1767
Article_1959	1.0426984127	0.0095238095	0.0013838014	0.0079365079	0.0095238095	1	1
Article_1960	0.005715	3.2627E-05	5.475E-06	0.0005	0.000116525	1	0.12
Article_1961	2.606	0.0198862813	0.0028619529	0.0208333333	0.02126875	1	9.62
Article_1962	2.606	0.0198862813	0.0028619529	0.0208333333	0.02126875	1	9.62
Article_1963	2.955	0.02510845	0.0035416667	0.025	0.025885	1	1
Article_1964	0.0173166667	0.00038	5.55556E-05	0.0004166667	0.0004	1	0.09
Article_1965	0.0158571429	0.000126	1.98413E-05	0.0071428571	0.0008571429	1	0.12
Article_1966	0.0212333333	0.00012	5.55556E-05	0.0016666667	0.0004	1	0.24
Article_1967	2.925	0.02510845	0.0035416667	0.025	0.025885	1	1
Article_1968	0.17	0.002688	0.0004	0.02	0.0096	1	7.83
Article_1969	0.0011666667	1.0827E-06	6.746E-07	0.0001666667	9.6667E-06	1	1
Article_1970	0.5878	0.00627076	0.0010793651	0.02	0.016502	1	32.77
Article_1971	2.8708333333	0.0209237083	0.0029513889	0.0208333333	0.0215708333	1	1
Article_1972	0.0236666667	0.00012	2.77778E-05	0.0016666667	0.0004	1	1
Article_1973	5.4830769231	0.0807692308	0.0116239316	0.0384615385	0.0807692308	1	25.54
Article_1974	0.1141666667	0.0038	0.0005555556	0.0041666667	0.004	1	0.27
Article_1975	2.955	0.02510845	0.0035416667	0.025	0.025885	1	1
Article_1976	0.3719444444	0.0018666667	0.000308642	0.0277777778	0.0066666667	1	1697
Article_1977	0.3719444444	0.0018666667	0.000308642	0.0277777778	0.0066666667	1	1767
Article_1978	2.8708333333	0.0209237083	0.0029513889	0.0208333333	0.0215708333	1	1
Article_1979	0.8858333333	0.0056	0.0009259259	0.0833333333	0.02	1	1
Article_1980	5.4830769231	0.0807692308	0.0116239316	0.0384615385	0.0807692308	1	25.54
Article_1981	0.3585	0.0060293333	0.0010119048	0.0833333333	0.0188416667	1	1
Article_1982	0.8858333333	0.0056	0.0009259259	0.0833333333	0.02	1	1
Article_1983	0.4525	0.004078375	0.00068438	0.0625	0.014565625	1	1.14
Article_1984	0.4595	0.00336	0.0005555556	0.05	0.012	1	1.03
Article_1985	2.8708333333	0.0209237083	0.0029513889	0.0208333333	0.0215708333	1	1
Article_1986	0.1371666667	0.0010875667	0.0001825013	0.0166666667	0.0038841667	1	2.68
Article_1987	16.575	0.145903125	0.0217948718	0.125	0.145903125	1	1
Article_1988	5.3930769231	0.0807692308	0.0116239316	0.0384615385	0.0807692308	1	18.02
Article_1989	0.3719444444	0.0018666667	0.000308642	0.0277777778	0.0066666667	1	1697
Article_1990	0.355	0.00608	0.0010119048	0.0833333333	0.019	1	0.84
Article_1991	5.3930769231	0.0807692308	0.0116239316	0.0384615385	0.0807692308	1	18.02
Article_1992	0.3115	0.0032627	0.000547504	0.05	0.0116525	1	4.33
Article_1993	0.3685	0.0060293333	0.0010119048	0.0833333333	0.0188416667	1	1
Article_1994	0.3719444444	0.0018666667	0.000308642	0.0277777778	0.0066666667	1	1697
Article_1995	0.3719444444	0.0018666667	0.000308642	0.0277777778	0.0066666667	1	1697
Article_1996	0.4115	0.0032627	0.000547504	0.05	0.0116525	1	1.14
Article_1997	1.2733333333	0.0304	0.0044444444	0.0333333333	0.032	1	12.54
Article_1998	0.2115384615	0.0005019538	8.42314E-05	0.0076923077	0.0017926923	1	1
Article_1999	5.3930769231	0.0807692308	0.0116239316	0.0384615385	0.0807692308	1	18.02
Article_2000	17.54	0.24	0.0354166667	0.125	0.24	1	24
Article_2001	0.355	0.00608	0.0010119048	0.0833333333	0.019	1	0.93
Article_2002	0.4595	0.00336	0.0005555556	0.05	0.012	1	1.03
Article_2003	0.3719444444	0.0018666667	0.000308642	0.0277777778	0.0066666667	1	1767
Article_2004	1.2733333333	0.0304	0.0044444444	0.0333333333	0.032	1	12.54
Article_2005	0.4405555556	0.0036252222	0.0006083378	0.0555555556	0.0129472222	1	0.98
Article_2006	0.24575	0.00163135	0.000273752	0.025	0.00582625	1	5.72
Article_2007	0.3605	0.0060293333	0.0010119048	0.0833333333	0.0188416667	1	1
Article_2008	15.855	0.145903125	0.0217948718	0.125	0.145903125	1	1
Article_2009	2.8708333333	0.0209237083	0.0029513889	0.0208333333	0.0215708333	1	1
Article_2010	15.855	0.145903125	0.0217948718	0.125	0.145903125	1	1
Article_2011	0.4938888889	0.0037333333	0.000617284	0.0555555556	0.0133333333	1	0.45
Article_2012	0.355	0.00608	0.0010119048	0.0833333333	0.019	1	0.92
Article_2013	2.8708333333	0.0209237083	0.0029513889	0.0208333333	0.0215708333	1	1
Article_2014	0.63	0.00528	0.0008333333	0.05	0.024	1	81.26
Article_2015	0.0132857143	0.0002811429	4.7619E-05	0.0014285714	0.0006857143	1	0.42
Article_2016	0.3685	0.0060293333	0.0010119048	0.0833333333	0.0188416667	1	1
Article_2017	5.4830769231	0.0807692308	0.0116239316	0.0384615385	0.0807692308	1	25.54
Article_2018	0.4405555556	0.0036252222	0.0006083378	0.0555555556	0.0129472222	1	0.98
Article_2019	16.575	0.145903125	0.0217948718	0.125	0.145903125	1	1
Article_2020	0.21575	0.00163135	0.000273752	0.025	0.00582625	1	5
Article_2021	2.8708333333	0.0209237083	0.0029513889	0.0208333333	0.0215708333	1	1
Article_2022	5.4830769231	0.0807692308	0.0116239316	0.0384615385	0.0807692308	1	25.54
Article_2023	0.007	1.6038E-05	3.7778E-06	0.001	7.29E-05	1	0.03
Article_2024	0.355	0.00608	0.0010119048	0.0833333333	0.019	1	0.84
Article_2025	5.4830769231	0.0807692308	0.0116239316	0.0384615385	0.0807692308	1	25.54
Article_2026	15.855	0.145903125	0.0217948718	0.125	0.145903125	1	1
Article_2027	0.4938888889	0.0037333333	0.000617284	0.0555555556	0.0133333333	1	0.81
Article_2028	0.63	0.00528	0.0008333333	0.05	0.024	1	81.26
Article_2029	0.1671666667	0.0010875667	0.0001825013	0.0166666667	0.0038841667	1	4.14
Article_2030	0.2357142857	0.0016874671	0.0003331374	0.0238095238	0.0047534286	1	1
Article_2031	5.3090769231	0.0807692308	0.0116239316	0.0384615385	0.0807692308	1	27.84
Article_2032	0.05372	0.000261016	4.38003E-05	0.004	0.0009322	1	1.32
Article_2033	1.355	0.018	0.0025	0.025	0.024	1	18.57
Article_2034	0.0885833333	0.0005437833	9.12507E-05	0.0083333333	0.0019420833	1	2.06
Article_2035	0.43	0.0029333333	0.000462963	0.0277777778	0.0133333333	1	72.47
Article_2036	0.56	0.0072864	0.0010461538	0.04	0.03168	1	8.25
Article_2037	1.355	0.018	0.0025	0.025	0.024	1	18.57
Article_2038	0.05372	0.000261016	4.38003E-05	0.004	0.0009322	1	1.32
Article_2039	2.1638095238	0.0239128095	0.0033730159	0.0238095238	0.024652381	1	62.16
Article_2040	0.0615384615	0.0005019538	8.42314E-05	0.0076923077	0.0017926923	1	1
Article_2041	0.04372	0.000261016	4.38003E-05	0.004	0.0009322	1	1.53
Article_2042	0.1290625	0.002261	0.0003794643	0.03125	0.007065625	1	1
Article_2043	1.3666666667	0.024	0.0033333333	0.0333333333	0.032	1	14.5
Article_2044	0.0189583333	0.0002285625	3.30688E-05	0.0208333333	0.0019046875	1	1
Article_2045	2.925	0.02510845	0.0035416667	0.025	0.025885	1	2.45
Article_2046	0.63	0.00528	0.0008333333	0.05	0.024	1	81.26
Article_2047	0.3115	0.0032627	0.000547504	0.05	0.0116525	1	4.33
Article_2048	0.128125	0.00228	0.0003794643	0.03125	0.007125	1	0.33
Article_2049	0.2357142857	0.0016874671	0.0003331374	0.0238095238	0.0047534286	1	1
Article_2050	4.1	0.064	0.0094444444	0.0333333333	0.064	1	14.5
Article_2051	2.925	0.02510845	0.0035416667	0.025	0.025885	1	4.78
Article_2052	0.63	0.00528	0.0008333333	0.05	0.024	1	71.65
Article_2053	0.0155555556	0.0001438722	2.73752E-05	0.0055555556	0.0007572222	1	4.24
Article_2054	1.36	0.018	0.0025	0.025	0.024	1	25.7
Article_2055	0.4	0.003293136	0.0016666667	0.05	0.0117612	1	1631
Article_2056	5.3930769231	0.0807692308	0.0116239316	0.0384615385	0.0807692308	1	18.02
Article_2057	1.0687777778	0.0133333333	0.0019373219	0.0111111111	0.0133333333	1	1
Article_2058	0.2115384615	0.0005019538	8.42314E-05	0.0076923077	0.0017926923	1	1
Article_2059	5.3090769231	0.0807692308	0.0116239316	0.0384615385	0.0807692308	1	27.79
Article_2060	0.2115384615	0.0005019538	8.42314E-05	0.0076923077	0.0017926923	1	1
Article_2061	1.0644444444	0.0129333333	0.0019373219	0.0111111111	0.0133333333	1	5.39
Article_2062	1.36	0.018	0.0025	0.025	0.024	1	25.7
Article_2063	5.3090769231	0.0807692308	0.0116239316	0.0384615385	0.0807692308	1	27.79
Article_2064	0.0155555556	0.0001438722	2.73752E-05	0.0055555556	0.0007572222	1	4.24
Article_2065	0.2115384615	0.0005019538	8.42314E-05	0.0076923077	0.0017926923	1	1
Article_2066	0.8706666667	0.008	0.0011623932	0.0066666667	0.008	1	1
Article_2067	1.36	0.018	0.0025	0.025	0.024	1	25.7
Article_2068	1.355	0.018	0.0025	0.025	0.024	1	18.57
Article_2069	0.43	0.0029333333	0.000462963	0.0277777778	0.0133333333	1	82.27
Article_2070	0.8666666667	0.00776	0.0011623932	0.0066666667	0.008	1	4.03
Article_2071	0.2115384615	0.0005019538	8.42314E-05	0.0076923077	0.0017926923	1	1
Article_2072	0.0885833333	0.0005437833	9.12507E-05	0.0083333333	0.0019420833	1	2.06
Article_2073	0.2371428571	0.00235224	0.0003968254	0.0357142857	0.0084008571	1	0.4
Article_2074	0.1352777778	0.0018126111	0.0003041689	0.0277777778	0.0064736111	1	0.97
Article_2075	1.3666666667	0.024	0.0033333333	0.0333333333	0.032	1	34.17
Article_2076	10.5690909091	0.0546	0.0098124098	0.0454545455	0.0709090909	1	1
Article_2077	0.4115	0.0032627	0.000547504	0.05	0.0116525	1	1
Article_2078	1.3406666667	0.024	0.0033333333	0.0333333333	0.032	1	34.13
Article_2079	0.2371428571	0.00235224	0.0003968254	0.0357142857	0.0084008571	1	0.4
Article_2080	1.3406666667	0.024	0.0033333333	0.0333333333	0.032	1	13.53
Article_2081	7.8636363636	0.0567272727	0.0098124098	0.0454545455	0.0709090909	1	11.36
Article_2082	0.2956470588	0.0056188235	0.0007843137	0.0058823529	0.0056470588	1	20.6666666667
Article_2083	0.4115	0.0032627	0.000547504	0.05	0.0116525	1	1
Article_2084	0.2933333333	0.001097712	0.0001851852	0.0166666667	0.0039204	1	12.5
Article_2085	4.074	0.064	0.0094444444	0.0333333333	0.064	1	34.13
Article_2086	0.1114583333	0.0013594583	0.0002281267	0.0208333333	0.0048552083	1	0.97
Article_2087	1.3406666667	0.024	0.0033333333	0.0333333333	0.032	1	13.53
Article_2088	7.7890909091	0.0546	0.0098124098	0.0454545455	0.0709090909	1	1
Article_2089	1.99	0.0456	0.0066666667	0.05	0.048	1	9.51
Article_2090	0.1071666667	0.0010875667	0.0001825013	0.0166666667	0.0038841667	1	0.97
Article_2091	1.842345679	0.002962963	0.0004115226	0.0030864198	0.002962963	1	5.12
Article_2092	1.3666666667	0.024	0.0033333333	0.0333333333	0.032	1	13.57
Article_2093	1.3406666667	0.024	0.0033333333	0.0333333333	0.032	1	34.13
Article_2094	0.4115	0.0032627	0.000547504	0.05	0.0116525	1	1
Article_2095	0.1122	0.00256	0.0006666667	0.02	0.0064	1	85.6666666667
Article_2096	1.99	0.0456	0.0066666667	0.05	0.048	1	9.51
Article_2097	0.1071666667	0.0010875667	0.0001825013	0.0166666667	0.0038841667	1	0.97
Article_2098	1.3666666667	0.024	0.0033333333	0.0333333333	0.032	1	34.17
Article_2099	0.0314375	0.0004078375	6.8438E-05	0.00625	0.0014565625	1	1
Article_2100	1.3666666667	0.024	0.0033333333	0.0333333333	0.032	1	13.57
Article_2101	1.3406666667	0.024	0.0033333333	0.0333333333	0.032	1	13.57
Article_2102	0.1071666667	0.0010875667	0.0001825013	0.0166666667	0.0038841667	1	0.97
Article_2103	1.99	0.0456	0.0066666667	0.05	0.048	1	9.33
Article_2104	1.852345679	0.0030563981	0.000423993	0.0030864198	0.0031509259	1	1
Article_2105	4.1	0.064	0.0094444444	0.0333333333	0.064	1	34.17
Article_2106	0.1071666667	0.0010875667	0.0001825013	0.0166666667	0.0038841667	1	0.97
Article_2107	1.99	0.0456	0.0066666667	0.05	0.048	1	9.51
Article_2108	0.104875	0.00084	0.0001388889	0.0125	0.003	1	0.35
Article_2109	2.2808080808	0.0084848485	0.0013209013	0.0050505051	0.0060606061	1	14.77
Article_2110	1.3666666667	0.024	0.0033333333	0.0333333333	0.032	1	34.17
Article_2111	1.3406666667	0.024	0.0033333333	0.0333333333	0.032	1	14.46
Article_2112	0.0015853333	8.96E-06	1.4815E-06	0.0001333333	3.2E-05	1	0.47
Article_2113	1.99	0.0456	0.0066666667	0.05	0.048	1	9.51
Article_2114	1.99	0.0456	0.0066666667	0.05	0.048	1	9.33
Article_2115	0.0751315789	0.0008586053	0.00014408	0.0131578947	0.0030664474	1	1
Article_2116	1.4571428571	0.0275361429	0.0071957672	0.1428571429	0.0834428571	1	11.59
Article_2117	16.2333333333	0.128	0.0188888889	0.0666666667	0.128	1	24.94
Article_2118	0.0006857143	1.13143E-05	7.1429E-06	0.0001428571	3.42857E-05	1	0.01
Article_2119	0.1071666667	0.0010875667	0.0001825013	0.0166666667	0.0038841667	1	0.97
Article_2120	8.67	0.0505176	0.0070833333	0.05	0.05208	1	22.75
Article_2121	0.002576	2.61E-06	2.906E-06	0.0002	1.45E-05	1	0.02
Article_2122	0.09125	0.00116525	0.0001955372	0.0178571429	0.0041616071	1	1
Article_2123	1.9	0.0456	0.0066666667	0.05	0.048	1	16.2
Article_2124	0.104875	0.00084	0.0001388889	0.0125	0.003	1	0.35
Article_2125	0.7136727273	0.005335	0.0007925408	0.0045454545	0.0055	1	1.8
Article_2126	0.0708270677	0.0004906316	8.23314E-05	0.007518797	0.0017522556	1	7.21
Article_2127	0.0751315789	0.0008586053	0.00014408	0.0131578947	0.0030664474	1	1
Article_2128	1.9	0.0456	0.0066666667	0.05	0.048	1	16.2
Article_2129	1.0771428571	0.0096	0.0015873016	0.1428571429	0.0342857143	1	1.96
Article_2130	0.7107727273	0.005335	0.0007925408	0.0045454545	0.0055	1	1.8
