#location_from;location_to;dist_class;valid_tariff
Supplier_102;Hub_87;1.300,0000000000;FTL||Supplier_102||Hub_87||FTL_DE_W-ES_1500
Supplier_102;Hub_87;1.300,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_102;Hub_88;300,0000000000;FTL||Supplier_102||Hub_88||FTL_DE_W-DE_W_250
Supplier_102;Hub_88;300,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||250
Supplier_102;Hub_89;800,0000000000;FTL||Supplier_102||Hub_89||FTL_DE_W-IT_1000
Supplier_102;Hub_89;800,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_102;Hub_90;400,0000000000;FTL||Supplier_102||Hub_90||FTL_DE_W-DE_W_500
Supplier_102;Hub_90;400,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_103;Hub_86;900,0000000000;FTL||Supplier_103||Hub_86||FTL_DE_W-GB_1000
Supplier_103;Hub_86;900,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_103;Hub_87;1.400,0000000000;FTL||Supplier_103||Hub_87||FTL_DE_W-ES_1500
Supplier_103;Hub_87;1.400,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_103;Hub_88;100,0000000000;FTL||Supplier_103||Hub_88||FTL_DE_W-DE_W_100
Supplier_103;Hub_88;100,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||100
Supplier_103;Hub_89;1.000,0000000000;FTL||Supplier_103||Hub_89||FTL_DE_W-IT_1000
Supplier_103;Hub_89;1.000,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_103;Hub_90;500,0000000000;FTL||Supplier_103||Hub_90||FTL_DE_W-DE_W_500
Supplier_103;Hub_90;500,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_104;Hub_86;1.100,0000000000;FTL||Supplier_104||Hub_86||FTL_DE_W-GB_1500
Supplier_104;Hub_86;1.100,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1500
Supplier_104;Hub_87;1.000,0000000000;FTL||Supplier_104||Hub_87||FTL_DE_W-ES_1000
Supplier_104;Hub_87;1.000,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1000
Supplier_104;Hub_88;500,0000000000;FTL||Supplier_104||Hub_88||FTL_DE_W-DE_W_500
Supplier_104;Hub_88;500,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_104;Hub_89;600,0000000000;FTL||Supplier_104||Hub_89||FTL_DE_W-IT_1000
Supplier_104;Hub_89;600,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_104;Hub_90;500,0000000000;FTL||Supplier_104||Hub_90||FTL_DE_W-DE_W_500
Supplier_104;Hub_90;500,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_105;Hub_86;1.000,0000000000;FTL||Supplier_105||Hub_86||FTL_DE_W-GB_1000
Supplier_105;Hub_86;1.000,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_105;Hub_87;1.200,0000000000;FTL||Supplier_105||Hub_87||FTL_DE_W-ES_1500
Supplier_105;Hub_87;1.200,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_105;Hub_88;300,0000000000;FTL||Supplier_105||Hub_88||FTL_DE_W-DE_W_500
Supplier_105;Hub_88;300,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_105;Hub_89;800,0000000000;FTL||Supplier_105||Hub_89||FTL_DE_W-IT_1000
Supplier_105;Hub_89;800,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_105;Hub_90;400,0000000000;FTL||Supplier_105||Hub_90||FTL_DE_W-DE_W_500
Supplier_105;Hub_90;400,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_106;Hub_86;900,0000000000;FTL||Supplier_106||Hub_86||FTL_DE_W-GB_1000
Supplier_106;Hub_86;900,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_106;Hub_87;1.300,0000000000;FTL||Supplier_106||Hub_87||FTL_DE_W-ES_1500
Supplier_106;Hub_87;1.300,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_106;Hub_88;200,0000000000;FTL||Supplier_106||Hub_88||FTL_DE_W-DE_W_250
Supplier_106;Hub_88;200,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||250
Supplier_106;Hub_89;800,0000000000;FTL||Supplier_106||Hub_89||FTL_DE_W-IT_1000
Supplier_106;Hub_89;800,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_106;Hub_90;400,0000000000;FTL||Supplier_106||Hub_90||FTL_DE_W-DE_W_500
Supplier_106;Hub_90;400,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_107;Hub_86;900,0000000000;FTL||Supplier_107||Hub_86||FTL_DE_W-GB_1000
Supplier_107;Hub_86;900,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_107;Hub_87;1.400,0000000000;FTL||Supplier_107||Hub_87||FTL_DE_W-ES_1500
Supplier_107;Hub_87;1.400,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_107;Hub_88;100,0000000000;FTL||Supplier_107||Hub_88||FTL_DE_W-DE_W_100
Supplier_107;Hub_88;100,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||100
Supplier_107;Hub_89;900,0000000000;FTL||Supplier_107||Hub_89||FTL_DE_W-IT_1000
Supplier_107;Hub_89;900,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_107;Hub_90;500,0000000000;FTL||Supplier_107||Hub_90||FTL_DE_W-DE_W_500
Supplier_107;Hub_90;500,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_108;Hub_86;900,0000000000;FTL||Supplier_108||Hub_86||FTL_DE_W-GB_1000
Supplier_108;Hub_86;900,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_108;Hub_87;1.400,0000000000;FTL||Supplier_108||Hub_87||FTL_DE_W-ES_1500
Supplier_108;Hub_87;1.400,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_108;Hub_88;100,0000000000;FTL||Supplier_108||Hub_88||FTL_DE_W-DE_W_100
Supplier_108;Hub_88;100,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||100
Supplier_108;Hub_89;900,0000000000;FTL||Supplier_108||Hub_89||FTL_DE_W-IT_1000
Supplier_108;Hub_89;900,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_108;Hub_90;500,0000000000;FTL||Supplier_108||Hub_90||FTL_DE_W-DE_W_500
Supplier_108;Hub_90;500,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_109;Hub_86;900,0000000000;FTL||Supplier_109||Hub_86||FTL_DE_W-GB_1000
Supplier_109;Hub_86;900,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_109;Hub_87;1.400,0000000000;FTL||Supplier_109||Hub_87||FTL_DE_W-ES_1500
Supplier_109;Hub_87;1.400,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_109;Hub_88;200,0000000000;FTL||Supplier_109||Hub_88||FTL_DE_W-DE_W_250
Supplier_109;Hub_88;200,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||250
Supplier_109;Hub_89;900,0000000000;FTL||Supplier_109||Hub_89||FTL_DE_W-IT_1000
Supplier_109;Hub_89;900,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_109;Hub_90;500,0000000000;FTL||Supplier_109||Hub_90||FTL_DE_W-DE_W_500
Supplier_109;Hub_90;500,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_110;Hub_86;900,0000000000;FTL||Supplier_110||Hub_86||FTL_DE_W-GB_1000
Supplier_110;Hub_86;900,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_110;Hub_87;1.600,0000000000;FTL||Supplier_110||Hub_87||FTL_DE_W-ES_2000
Supplier_110;Hub_87;1.600,0000000000;LTL||Current_LTL||LTL_DE_W-ES||2000
Supplier_110;Hub_88;200,0000000000;FTL||Supplier_110||Hub_88||FTL_DE_W-DE_W_250
Supplier_110;Hub_88;200,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||250
Supplier_110;Hub_89;1.100,0000000000;FTL||Supplier_110||Hub_89||FTL_DE_W-IT_1500
Supplier_110;Hub_89;1.100,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1500
Supplier_110;Hub_90;600,0000000000;FTL||Supplier_110||Hub_90||FTL_DE_W-DE_W_1000
Supplier_110;Hub_90;600,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||1000
Supplier_111;Hub_86;900,0000000000;FTL||Supplier_111||Hub_86||FTL_DE_W-GB_1000
Supplier_111;Hub_86;900,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_111;Hub_87;1.400,0000000000;FTL||Supplier_111||Hub_87||FTL_DE_W-ES_1500
Supplier_111;Hub_87;1.400,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_111;Hub_88;100,0000000000;FTL||Supplier_111||Hub_88||FTL_DE_W-DE_W_100
Supplier_111;Hub_88;100,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||100
Supplier_111;Hub_89;1.000,0000000000;FTL||Supplier_111||Hub_89||FTL_DE_W-IT_1000
Supplier_111;Hub_89;1.000,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_111;Hub_90;500,0000000000;FTL||Supplier_111||Hub_90||FTL_DE_W-DE_W_500
Supplier_111;Hub_90;500,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_112;Hub_86;900,0000000000;FTL||Supplier_112||Hub_86||FTL_DE_W-GB_1000
Supplier_112;Hub_86;900,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_112;Hub_87;1.300,0000000000;FTL||Supplier_112||Hub_87||FTL_DE_W-ES_1500
Supplier_112;Hub_87;1.300,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_112;Hub_88;200,0000000000;FTL||Supplier_112||Hub_88||FTL_DE_W-DE_W_250
Supplier_112;Hub_88;200,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||250
Supplier_112;Hub_89;800,0000000000;FTL||Supplier_112||Hub_89||FTL_DE_W-IT_1000
Supplier_112;Hub_89;800,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_112;Hub_90;400,0000000000;FTL||Supplier_112||Hub_90||FTL_DE_W-DE_W_500
Supplier_112;Hub_90;400,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_113;Hub_86;1.000,0000000000;FTL||Supplier_113||Hub_86||FTL_DE_W-GB_1000
Supplier_113;Hub_86;1.000,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_113;Hub_87;1.200,0000000000;FTL||Supplier_113||Hub_87||FTL_DE_W-ES_1500
Supplier_113;Hub_87;1.200,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_113;Hub_88;400,0000000000;FTL||Supplier_113||Hub_88||FTL_DE_W-DE_W_500
Supplier_113;Hub_88;400,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_113;Hub_89;700,0000000000;FTL||Supplier_113||Hub_89||FTL_DE_W-IT_1000
Supplier_113;Hub_89;700,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_113;Hub_90;400,0000000000;FTL||Supplier_113||Hub_90||FTL_DE_W-DE_W_500
Supplier_113;Hub_90;400,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_114;Hub_86;900,0000000000;FTL||Supplier_114||Hub_86||FTL_DE_W-GB_1000
Supplier_114;Hub_86;900,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_114;Hub_87;1.500,0000000000;FTL||Supplier_114||Hub_87||FTL_DE_W-ES_1500
Supplier_114;Hub_87;1.500,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_114;Hub_88;100,0000000000;FTL||Supplier_114||Hub_88||FTL_DE_W-DE_W_100
Supplier_114;Hub_88;100,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||100
Supplier_114;Hub_89;1.100,0000000000;FTL||Supplier_114||Hub_89||FTL_DE_W-IT_1500
Supplier_114;Hub_89;1.100,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1500
Supplier_114;Hub_90;600,0000000000;FTL||Supplier_114||Hub_90||FTL_DE_W-DE_W_1000
Supplier_114;Hub_90;600,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||1000
Supplier_115;Hub_86;900,0000000000;FTL||Supplier_115||Hub_86||FTL_DE_W-GB_1000
Supplier_115;Hub_86;900,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_115;Hub_87;1.600,0000000000;FTL||Supplier_115||Hub_87||FTL_DE_W-ES_2000
Supplier_115;Hub_87;1.600,0000000000;LTL||Current_LTL||LTL_DE_W-ES||2000
Supplier_115;Hub_88;200,0000000000;FTL||Supplier_115||Hub_88||FTL_DE_W-DE_W_250
Supplier_115;Hub_88;200,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||250
Supplier_115;Hub_89;1.100,0000000000;FTL||Supplier_115||Hub_89||FTL_DE_W-IT_1500
Supplier_115;Hub_89;1.100,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1500
Supplier_115;Hub_90;600,0000000000;FTL||Supplier_115||Hub_90||FTL_DE_W-DE_W_1000
Supplier_115;Hub_90;600,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||1000
Supplier_116;Hub_86;900,0000000000;FTL||Supplier_116||Hub_86||FTL_DE_W-GB_1000
Supplier_116;Hub_86;900,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_116;Hub_87;1.400,0000000000;FTL||Supplier_116||Hub_87||FTL_DE_W-ES_1500
Supplier_116;Hub_87;1.400,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_116;Hub_88;100,0000000000;FTL||Supplier_116||Hub_88||FTL_DE_W-DE_W_100
Supplier_116;Hub_88;100,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||100
Supplier_116;Hub_89;900,0000000000;FTL||Supplier_116||Hub_89||FTL_DE_W-IT_1000
Supplier_116;Hub_89;900,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_116;Hub_90;500,0000000000;FTL||Supplier_116||Hub_90||FTL_DE_W-DE_W_500
Supplier_116;Hub_90;500,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_117;Hub_86;1.100,0000000000;FTL||Supplier_117||Hub_86||FTL_DE_W-GB_1500
Supplier_117;Hub_86;1.100,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1500
Supplier_117;Hub_87;1.100,0000000000;FTL||Supplier_117||Hub_87||FTL_DE_W-ES_1500
Supplier_117;Hub_87;1.100,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_117;Hub_88;500,0000000000;FTL||Supplier_117||Hub_88||FTL_DE_W-DE_W_500
Supplier_117;Hub_88;500,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_117;Hub_89;600,0000000000;FTL||Supplier_117||Hub_89||FTL_DE_W-IT_1000
Supplier_117;Hub_89;600,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_117;Hub_90;400,0000000000;FTL||Supplier_117||Hub_90||FTL_DE_W-DE_W_500
Supplier_117;Hub_90;400,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_118;Hub_86;900,0000000000;FTL||Supplier_118||Hub_86||FTL_DE_W-GB_1000
Supplier_118;Hub_86;900,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_118;Hub_87;1.500,0000000000;FTL||Supplier_118||Hub_87||FTL_DE_W-ES_1500
Supplier_118;Hub_87;1.500,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_118;Hub_88;100,0000000000;FTL||Supplier_118||Hub_88||FTL_DE_W-DE_W_100
Supplier_118;Hub_88;100,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||100
Supplier_118;Hub_89;1.000,0000000000;FTL||Supplier_118||Hub_89||FTL_DE_W-IT_1000
Supplier_118;Hub_89;1.000,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_118;Hub_90;500,0000000000;FTL||Supplier_118||Hub_90||FTL_DE_W-DE_W_500
Supplier_118;Hub_90;500,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_119;Hub_86;1.000,0000000000;FTL||Supplier_119||Hub_86||FTL_DE_W-GB_1000
Supplier_119;Hub_86;1.000,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_119;Hub_87;1.200,0000000000;FTL||Supplier_119||Hub_87||FTL_DE_W-ES_1500
Supplier_119;Hub_87;1.200,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_119;Hub_88;400,0000000000;FTL||Supplier_119||Hub_88||FTL_DE_W-DE_W_500
Supplier_119;Hub_88;400,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_119;Hub_89;700,0000000000;FTL||Supplier_119||Hub_89||FTL_DE_W-IT_1000
Supplier_119;Hub_89;700,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_119;Hub_90;400,0000000000;FTL||Supplier_119||Hub_90||FTL_DE_W-DE_W_500
Supplier_119;Hub_90;400,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_120;Hub_86;900,0000000000;FTL||Supplier_120||Hub_86||FTL_DE_W-GB_1000
Supplier_120;Hub_86;900,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_120;Hub_87;1.400,0000000000;FTL||Supplier_120||Hub_87||FTL_DE_W-ES_1500
Supplier_120;Hub_87;1.400,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_120;Hub_88;100,0000000000;FTL||Supplier_120||Hub_88||FTL_DE_W-DE_W_100
Supplier_120;Hub_88;100,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||100
Supplier_120;Hub_89;900,0000000000;FTL||Supplier_120||Hub_89||FTL_DE_W-IT_1000
Supplier_120;Hub_89;900,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_120;Hub_90;500,0000000000;FTL||Supplier_120||Hub_90||FTL_DE_W-DE_W_500
Supplier_120;Hub_90;500,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_121;Hub_86;900,0000000000;FTL||Supplier_121||Hub_86||FTL_DE_W-GB_1000
Supplier_121;Hub_86;900,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_121;Hub_87;1.400,0000000000;FTL||Supplier_121||Hub_87||FTL_DE_W-ES_1500
Supplier_121;Hub_87;1.400,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_121;Hub_88;100,0000000000;FTL||Supplier_121||Hub_88||FTL_DE_W-DE_W_100
Supplier_121;Hub_88;100,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||100
Supplier_121;Hub_89;900,0000000000;FTL||Supplier_121||Hub_89||FTL_DE_W-IT_1000
Supplier_121;Hub_89;900,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_121;Hub_90;500,0000000000;FTL||Supplier_121||Hub_90||FTL_DE_W-DE_W_500
Supplier_121;Hub_90;500,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_122;Hub_86;900,0000000000;FTL||Supplier_122||Hub_86||FTL_DE_W-GB_1000
Supplier_122;Hub_86;900,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_122;Hub_87;1.500,0000000000;FTL||Supplier_122||Hub_87||FTL_DE_W-ES_1500
Supplier_122;Hub_87;1.500,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_122;Hub_88;200,0000000000;FTL||Supplier_122||Hub_88||FTL_DE_W-DE_W_250
Supplier_122;Hub_88;200,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||250
Supplier_122;Hub_89;1.000,0000000000;FTL||Supplier_122||Hub_89||FTL_DE_W-IT_1000
Supplier_122;Hub_89;1.000,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_122;Hub_90;500,0000000000;FTL||Supplier_122||Hub_90||FTL_DE_W-DE_W_500
Supplier_122;Hub_90;500,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_123;Hub_86;1.000,0000000000;FTL||Supplier_123||Hub_86||FTL_DE_W-GB_1000
Supplier_123;Hub_86;1.000,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_123;Hub_87;1.300,0000000000;FTL||Supplier_123||Hub_87||FTL_DE_W-ES_1500
Supplier_123;Hub_87;1.300,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_123;Hub_88;300,0000000000;FTL||Supplier_123||Hub_88||FTL_DE_W-DE_W_250
Supplier_123;Hub_88;300,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||250
Supplier_123;Hub_89;800,0000000000;FTL||Supplier_123||Hub_89||FTL_DE_W-IT_1000
Supplier_123;Hub_89;800,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_123;Hub_90;400,0000000000;FTL||Supplier_123||Hub_90||FTL_DE_W-DE_W_500
Supplier_123;Hub_90;400,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_124;Hub_86;900,0000000000;FTL||Supplier_124||Hub_86||FTL_DE_W-GB_1000
Supplier_124;Hub_86;900,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_124;Hub_87;1.500,0000000000;FTL||Supplier_124||Hub_87||FTL_DE_W-ES_1500
Supplier_124;Hub_87;1.500,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_124;Hub_88;200,0000000000;FTL||Supplier_124||Hub_88||FTL_DE_W-DE_W_250
Supplier_124;Hub_88;200,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||250
Supplier_124;Hub_89;1.100,0000000000;FTL||Supplier_124||Hub_89||FTL_DE_W-IT_1500
Supplier_124;Hub_89;1.100,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1500
Supplier_124;Hub_90;500,0000000000;FTL||Supplier_124||Hub_90||FTL_DE_W-DE_W_500
Supplier_124;Hub_90;500,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_125;Hub_86;900,0000000000;FTL||Supplier_125||Hub_86||FTL_DE_W-GB_1000
Supplier_125;Hub_86;900,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_125;Hub_87;1.600,0000000000;FTL||Supplier_125||Hub_87||FTL_DE_W-ES_2000
Supplier_125;Hub_87;1.600,0000000000;LTL||Current_LTL||LTL_DE_W-ES||2000
Supplier_125;Hub_88;200,0000000000;FTL||Supplier_125||Hub_88||FTL_DE_W-DE_W_250
Supplier_125;Hub_88;200,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||250
Supplier_125;Hub_89;1.100,0000000000;FTL||Supplier_125||Hub_89||FTL_DE_W-IT_1500
Supplier_125;Hub_89;1.100,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1500
Supplier_125;Hub_90;600,0000000000;FTL||Supplier_125||Hub_90||FTL_DE_W-DE_W_1000
Supplier_125;Hub_90;600,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||1000
Supplier_126;Hub_86;900,0000000000;FTL||Supplier_126||Hub_86||FTL_DE_W-GB_1000
Supplier_126;Hub_86;900,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_126;Hub_87;1.600,0000000000;FTL||Supplier_126||Hub_87||FTL_DE_W-ES_2000
Supplier_126;Hub_87;1.600,0000000000;LTL||Current_LTL||LTL_DE_W-ES||2000
Supplier_126;Hub_88;200,0000000000;FTL||Supplier_126||Hub_88||FTL_DE_W-DE_W_250
Supplier_126;Hub_88;200,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||250
Supplier_126;Hub_89;1.100,0000000000;FTL||Supplier_126||Hub_89||FTL_DE_W-IT_1500
Supplier_126;Hub_89;1.100,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1500
Supplier_126;Hub_90;600,0000000000;FTL||Supplier_126||Hub_90||FTL_DE_W-DE_W_1000
Supplier_126;Hub_90;600,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||1000
Supplier_127;Hub_86;1.100,0000000000;FTL||Supplier_127||Hub_86||FTL_DE_W-GB_1500
Supplier_127;Hub_86;1.100,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1500
Supplier_127;Hub_87;1.100,0000000000;FTL||Supplier_127||Hub_87||FTL_DE_W-ES_1500
Supplier_127;Hub_87;1.100,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_127;Hub_88;500,0000000000;FTL||Supplier_127||Hub_88||FTL_DE_W-DE_W_500
Supplier_127;Hub_88;500,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_127;Hub_89;600,0000000000;FTL||Supplier_127||Hub_89||FTL_DE_W-IT_1000
Supplier_127;Hub_89;600,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_127;Hub_90;400,0000000000;FTL||Supplier_127||Hub_90||FTL_DE_W-DE_W_500
Supplier_127;Hub_90;400,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_128;Hub_86;1.000,0000000000;FTL||Supplier_128||Hub_86||FTL_DE_W-GB_1000
Supplier_128;Hub_86;1.000,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_128;Hub_87;1.300,0000000000;FTL||Supplier_128||Hub_87||FTL_DE_W-ES_1500
Supplier_128;Hub_87;1.300,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_128;Hub_88;200,0000000000;FTL||Supplier_128||Hub_88||FTL_DE_W-DE_W_250
Supplier_128;Hub_88;200,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||250
Supplier_128;Hub_89;800,0000000000;FTL||Supplier_128||Hub_89||FTL_DE_W-IT_1000
Supplier_128;Hub_89;800,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_128;Hub_90;400,0000000000;FTL||Supplier_128||Hub_90||FTL_DE_W-DE_W_500
Supplier_128;Hub_90;400,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_129;Hub_86;1.000,0000000000;FTL||Supplier_129||Hub_86||FTL_DE_W-GB_1000
Supplier_129;Hub_86;1.000,0000000000;LTL||Current_LTL||LTL_DE_W-GB||1000
Supplier_129;Hub_87;1.200,0000000000;FTL||Supplier_129||Hub_87||FTL_DE_W-ES_1500
Supplier_129;Hub_87;1.200,0000000000;LTL||Current_LTL||LTL_DE_W-ES||1500
Supplier_129;Hub_88;300,0000000000;FTL||Supplier_129||Hub_88||FTL_DE_W-DE_W_500
Supplier_129;Hub_88;300,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
Supplier_129;Hub_89;700,0000000000;FTL||Supplier_129||Hub_89||FTL_DE_W-IT_1000
Supplier_129;Hub_89;700,0000000000;LTL||Current_LTL||LTL_DE_W-IT||1000
Supplier_129;Hub_90;400,0000000000;FTL||Supplier_129||Hub_90||FTL_DE_W-DE_W_500
Supplier_129;Hub_90;400,0000000000;LTL||Current_LTL||LTL_DE_W-DE_W||500
