#tariff_name;tariff_costs;up_to_kg;up_to_m3;up_to_LDM;up_to_LU;up_to_m2;up_to_AU;up_to_price;
FTL||Supplier_159||Hub_82||FTL_DE_W-ES_1500;1.458,7300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_159||Hub_83||FTL_DE_W-DE_W_500;520,3200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_159||Hub_84||FTL_DE_W-IT_1000;876,7000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_159||Hub_85||FTL_DE_W-DE_W_500;414,3700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_160||Hub_81||FTL_DE_W-GB_1500;1.231,8300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_160||Hub_82||FTL_DE_W-ES_1500;1.451,6400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_160||Hub_83||FTL_DE_W-DE_W_500;533,1300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_160||Hub_84||FTL_DE_W-IT_1000;863,2100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_160||Hub_85||FTL_DE_W-DE_W_500;411,4000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_161||Hub_81||FTL_DE_W-GB_1000;1.064,1400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_161||Hub_82||FTL_DE_W-ES_2000;1.907,5400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_161||Hub_83||FTL_DE_W-DE_W_250;323,2900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_161||Hub_84||FTL_DE_W-IT_1500;1.446,4500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_161||Hub_85||FTL_DE_W-DE_W_1000;676,0500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_162||Hub_81||FTL_DE_W-GB_1000;1.113,3400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_162||Hub_82||FTL_DE_W-ES_1500;1.717,9200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_162||Hub_83||FTL_DE_W-DE_W_250;283,9100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_162||Hub_84||FTL_DE_W-IT_1000;1.201,5800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_162||Hub_85||FTL_DE_W-DE_W_500;529,3700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_163||Hub_81||FTL_IT-GB_1500;1.589,4600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_163||Hub_82||FTL_IT-ES_1000;1.098,8400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_163||Hub_83||FTL_IT-DE_W_1000;1.068,3700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_163||Hub_84||FTL_IT-IT_500;378,9000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_163||Hub_85||FTL_IT-DE_W_1000;730,3400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_164||Hub_81||FTL_IT-GB_1500;1.618,0800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_164||Hub_82||FTL_IT-ES_1000;1.077,6100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_164||Hub_83||FTL_IT-DE_W_1000;1.111,1100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_164||Hub_84||FTL_IT-IT_250;354,9200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_164||Hub_85||FTL_IT-DE_W_1000;767,5500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_165||Hub_81||FTL_DE_W-GB_1000;1.149,8200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_165||Hub_82||FTL_DE_W-ES_1500;1.633,4400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_165||Hub_83||FTL_DE_W-DE_W_250;348,3100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_165||Hub_84||FTL_DE_W-IT_1000;1.088,9000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_165||Hub_85||FTL_DE_W-DE_W_500;457,2100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_166||Hub_81||FTL_DE_W-GB_1500;1.271,5600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_166||Hub_82||FTL_DE_W-ES_1500;1.419,2000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_166||Hub_83||FTL_DE_W-DE_W_500;592,6500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_166||Hub_84||FTL_DE_W-IT_1000;800,5700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_166||Hub_85||FTL_DE_W-DE_W_500;404,5600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_167||Hub_81||FTL_DE_W-GB_1500;1.231,0600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_167||Hub_82||FTL_DE_W-ES_1500;1.498,7300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_167||Hub_83||FTL_DE_W-DE_W_500;504,4500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_167||Hub_84||FTL_DE_W-IT_1000;898,6600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_167||Hub_85||FTL_DE_W-DE_W_250;385,5900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_168||Hub_81||FTL_DE_W-GB_1500;1.291,9100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_168||Hub_82||FTL_DE_W-ES_1500;1.414,5800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_168||Hub_83||FTL_DE_W-DE_W_500;616,0200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_168||Hub_84||FTL_DE_W-IT_1000;776,4100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_168||Hub_85||FTL_DE_W-DE_W_500;395,5800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_169||Hub_81||FTL_DE_W-GB_1500;1.281,9700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_169||Hub_82||FTL_DE_W-ES_1500;1.430,2300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_169||Hub_83||FTL_DE_W-DE_W_500;596,6700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_169||Hub_84||FTL_DE_W-IT_1000;797,3300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_169||Hub_85||FTL_DE_W-DE_W_250;388,7000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_170||Hub_81||FTL_DE_W-GB_1500;1.204,1400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_170||Hub_82||FTL_DE_W-ES_1500;1.560,7100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_170||Hub_83||FTL_DE_W-DE_W_500;442,2900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_170||Hub_84||FTL_DE_W-IT_1000;974,8800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_170||Hub_85||FTL_DE_W-DE_W_500;393,4700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_171||Hub_81||FTL_DE_W-GB_1500;1.278,5000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_171||Hub_82||FTL_DE_W-ES_1500;1.439,0100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_171||Hub_83||FTL_DE_W-DE_W_500;587,9800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_171||Hub_84||FTL_DE_W-IT_1000;807,0300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_171||Hub_85||FTL_DE_W-DE_W_250;384,0700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_172||Hub_81||FTL_DE_W-GB_1500;1.280,3600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_172||Hub_82||FTL_DE_W-ES_1500;1.443,5400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_172||Hub_83||FTL_DE_W-DE_W_500;587,3000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_172||Hub_84||FTL_DE_W-IT_1000;808,3500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_172||Hub_85||FTL_DE_W-DE_W_250;379,2500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_173||Hub_81||FTL_DE_W-GB_1500;1.273,0200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_173||Hub_82||FTL_DE_W-ES_1500;1.454,8500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_173||Hub_83||FTL_DE_W-DE_W_500;573,2000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_173||Hub_84||FTL_DE_W-IT_1000;823,9600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_173||Hub_85||FTL_DE_W-DE_W_250;376,0800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_174||Hub_81||FTL_DE_W-GB_1500;1.270,0700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_174||Hub_82||FTL_DE_W-ES_1500;1.464,0000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_174||Hub_83||FTL_DE_W-DE_W_500;564,9200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_174||Hub_84||FTL_DE_W-IT_1000;833,6800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_174||Hub_85||FTL_DE_W-DE_W_250;371,8500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_175||Hub_81||FTL_AT-GB_1500;1.435,5000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_175||Hub_82||FTL_AT-ES_1500;1.313,3400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_175||Hub_83||FTL_AT-DE_W_1000;777,9100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_175||Hub_84||FTL_AT-IT_500;577,0100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_175||Hub_85||FTL_AT-DE_W_500;497,5000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_176||Hub_81||FTL_DE_W-GB_1500;1.279,1500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_176||Hub_82||FTL_DE_W-ES_1500;1.460,0500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_176||Hub_83||FTL_DE_W-DE_W_500;576,6600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_176||Hub_84||FTL_DE_W-IT_1000;821,6400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_176||Hub_85||FTL_DE_W-DE_W_250;367,7200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_177||Hub_81||FTL_DE_W-GB_1500;1.233,8300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_177||Hub_82||FTL_DE_W-ES_1500;1.550,8400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_177||Hub_83||FTL_DE_W-DE_W_500;479,7600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_177||Hub_84||FTL_DE_W-IT_1000;938,5700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_177||Hub_85||FTL_DE_W-DE_W_250;363,4500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_178||Hub_81||FTL_DE_W-GB_1000;1.108,2100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_178||Hub_82||FTL_DE_W-ES_2000;2.123,6600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_178||Hub_83||FTL_DE_W-DE_W_500;539,6100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_178||Hub_84||FTL_DE_W-IT_1500;1.680,4900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_178||Hub_85||FTL_DE_W-DE_W_1000;854,4600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_179||Hub_81||FTL_DE_W-GB_1500;1.251,8200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_179||Hub_82||FTL_DE_W-ES_1500;1.520,5300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_179||Hub_83||FTL_DE_W-DE_W_500;514,7700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_179||Hub_84||FTL_DE_W-IT_1000;895,9800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_179||Hub_85||FTL_DE_W-DE_W_250;355,6300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_180||Hub_81||FTL_DE_W-GB_1000;1.109,3200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_180||Hub_82||FTL_DE_W-ES_2000;2.117,6800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_180||Hub_83||FTL_DE_W-DE_W_500;533,6600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_180||Hub_84||FTL_DE_W-IT_1500;1.671,7500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_180||Hub_85||FTL_DE_W-DE_W_1000;846,7000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_181||Hub_81||FTL_DE_W-GB_1500;1.291,1600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_181||Hub_82||FTL_DE_W-ES_1500;1.464,9000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_181||Hub_83||FTL_DE_W-DE_W_500;586,7000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_181||Hub_84||FTL_DE_W-IT_1000;813,2600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_181||Hub_85||FTL_DE_W-DE_W_250;355,3800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_182||Hub_81||FTL_DE_W-GB_1500;1.280,0400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_182||Hub_82||FTL_DE_W-ES_1500;1.483,2200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_182||Hub_83||FTL_DE_W-DE_W_500;564,9000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_182||Hub_84||FTL_DE_W-IT_1000;838,4800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_182||Hub_85||FTL_DE_W-DE_W_250;350,9600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_183||Hub_81||FTL_DE_W-GB_1000;1.114,9700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_183||Hub_82||FTL_DE_W-ES_2000;1.930,3500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_183||Hub_83||FTL_DE_W-DE_W_250;367,4600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_183||Hub_84||FTL_DE_W-IT_1500;1.432,8300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_183||Hub_85||FTL_DE_W-DE_W_500;692,1900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_184||Hub_81||FTL_DE_W-GB_1500;1.235,5600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_184||Hub_82||FTL_DE_W-ES_1500;1.561,8800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_184||Hub_83||FTL_DE_W-DE_W_500;476,3400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_184||Hub_84||FTL_DE_W-IT_1000;946,4800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_184||Hub_85||FTL_DE_W-DE_W_250;359,0600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_185||Hub_81||FTL_IT-GB_1500;1.655,8300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_185||Hub_82||FTL_IT-ES_1000;1.144,9100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_185||Hub_83||FTL_IT-DE_W_1000;1.113,0300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_185||Hub_84||FTL_IT-IT_250;304,7000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_185||Hub_85||FTL_IT-DE_W_500;750,3100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_186||Hub_81||FTL_DE_W-GB_1500;1.252,7000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_186||Hub_82||FTL_DE_W-ES_1500;1.578,2800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_186||Hub_83||FTL_DE_W-DE_W_500;488,1500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_186||Hub_84||FTL_DE_W-IT_1000;945,1100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_186||Hub_85||FTL_DE_W-DE_W_250;337,5200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_187||Hub_81||FTL_DE_W-GB_1500;1.384,4900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_187||Hub_82||FTL_DE_W-ES_1500;1.385,7600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_187||Hub_83||FTL_DE_W-DE_W_1000;682,6800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_187||Hub_84||FTL_DE_W-IT_500;690,8000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_187||Hub_85||FTL_DE_W-DE_W_250;390,3300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_188||Hub_81||FTL_DE_W-GB_1500;1.262,0200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_188||Hub_82||FTL_DE_W-ES_1500;1.573,3700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_188||Hub_83||FTL_DE_W-DE_W_500;500,8500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_188||Hub_84||FTL_DE_W-IT_1000;932,0500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_188||Hub_85||FTL_DE_W-DE_W_250;328,2400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_189||Hub_81||FTL_DE_W-GB_1500;1.315,9200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_189||Hub_82||FTL_DE_W-ES_1500;1.506,7400000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_189||Hub_83||FTL_DE_W-DE_W_500;592,1900000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_189||Hub_84||FTL_DE_W-IT_1000;822,5800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_189||Hub_85||FTL_DE_W-DE_W_250;307,2200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_190||Hub_81||FTL_DE_W-GB_1500;1.254,7300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_190||Hub_82||FTL_DE_W-ES_1500;1.619,2600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_190||Hub_83||FTL_DE_W-DE_W_500;474,1200000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_190||Hub_84||FTL_DE_W-IT_1000;981,4100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_190||Hub_85||FTL_DE_W-DE_W_250;333,7600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_191||Hub_81||FTL_DE_W-GB_1000;1.154,4100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_191||Hub_82||FTL_DE_W-ES_2000;2.136,9300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_191||Hub_83||FTL_DE_W-DE_W_500;560,4100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_191||Hub_84||FTL_DE_W-IT_1500;1.662,7500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_191||Hub_85||FTL_DE_W-DE_W_1000;829,8500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_192||Hub_81||FTL_DE_W-GB_1500;1.260,1300000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_192||Hub_82||FTL_DE_W-ES_1500;1.625,4100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_192||Hub_83||FTL_DE_W-DE_W_500;478,2000000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_192||Hub_84||FTL_DE_W-IT_1000;982,4800000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_192||Hub_85||FTL_DE_W-DE_W_250;328,1100000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_193||Hub_81||FTL_DE_W-GB_1000;1.161,0700000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_193||Hub_82||FTL_DE_W-ES_2000;1.954,0500000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_193||Hub_83||FTL_DE_W-DE_W_500;412,4600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
FTL||Supplier_193||Hub_84||FTL_DE_W-IT_1500;1.425,0600000000;24.000,0000000000;102,0000000000;13,6000000000;$inf;$inf;$inf;$inf;
