#tariff_name	tariff_costs	up_to_kg	up_to_m3	up_to_LDM	up_to_LU	up_to_m2	up_to_AU	up_to_price
FTL||Supplier_144||Hub_84||FTL_DE_W-IT_1000	754.91	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_144||Hub_85||FTL_DE_W-DE_W_500	490.57	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_145||Hub_81||FTL_DE_W-GB_1500	1269.96	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_145||Hub_82||FTL_DE_W-ES_1500	1324.24	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_145||Hub_83||FTL_DE_W-DE_W_500	651.79	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_145||Hub_84||FTL_DE_W-IT_1000	748.73	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_145||Hub_85||FTL_DE_W-DE_W_500	489.77	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_146||Hub_81||FTL_DE_W-GB_1500	1295.3	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_146||Hub_82||FTL_DE_W-ES_1500	1291.56	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_146||Hub_83||FTL_DE_W-DE_W_500	696.62	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_146||Hub_84||FTL_DE_W-IT_500	740.38	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_146||Hub_85||FTL_DE_W-DE_W_500	510.31	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_147||Hub_81||FTL_DE_W-GB_1500	1212.89	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_147||Hub_82||FTL_DE_W-ES_1500	1409.24	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_147||Hub_83||FTL_DE_W-DE_W_500	542.41	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_147||Hub_84||FTL_DE_W-IT_1000	855.04	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_147||Hub_85||FTL_DE_W-DE_W_500	455.99	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_148||Hub_81||FTL_DE_W-GB_1000	1090.83	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_148||Hub_82||FTL_DE_W-ES_1500	1654.07	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_148||Hub_83||FTL_DE_W-DE_W_250	273.27	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_148||Hub_84||FTL_DE_W-IT_1000	1160.28	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_148||Hub_85||FTL_DE_W-DE_W_500	530.19	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_149||Hub_81||FTL_DE_W-GB_1000	1165.36	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_149||Hub_82||FTL_DE_W-ES_1500	1498.13	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_149||Hub_83||FTL_DE_W-DE_W_500	438.49	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_149||Hub_84||FTL_DE_W-IT_1000	962.36	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_149||Hub_85||FTL_DE_W-DE_W_500	451.59	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_150||Hub_81||FTL_IT-GB_1500	1557.17	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_150||Hub_82||FTL_IT-ES_1000	1061.7	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_150||Hub_83||FTL_IT-DE_W_1000	1058.39	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_150||Hub_84||FTL_IT-IT_500	420.53	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_150||Hub_85||FTL_IT-DE_W_1000	759.01	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_151||Hub_81||FTL_DE_W-GB_1500	1200.82	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_151||Hub_82||FTL_DE_W-ES_1500	1437.95	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_151||Hub_83||FTL_DE_W-DE_W_500	511.93	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_151||Hub_84||FTL_DE_W-IT_1000	885.42	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_151||Hub_85||FTL_DE_W-DE_W_500	447.05	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_152||Hub_81||FTL_DE_W-GB_1500	1179.54	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_152||Hub_82||FTL_DE_W-ES_1500	1482.14	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_152||Hub_83||FTL_DE_W-DE_W_500	462.58	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_152||Hub_84||FTL_DE_W-IT_1000	936.89	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_152||Hub_85||FTL_DE_W-DE_W_500	443.6	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_153||Hub_81||FTL_DE_W-GB_1000	1145.53	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_153||Hub_82||FTL_DE_W-ES_1500	1584.66	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_153||Hub_83||FTL_DE_W-DE_W_250	366.49	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_153||Hub_84||FTL_DE_W-IT_1000	1049.73	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_153||Hub_85||FTL_DE_W-DE_W_500	457.31	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_154||Hub_81||FTL_DE_W-GB_1000	1164.86	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_154||Hub_82||FTL_DE_W-ES_1500	1552.52	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_154||Hub_83||FTL_DE_W-DE_W_500	404.69	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_154||Hub_84||FTL_DE_W-IT_1000	1004.95	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_154||Hub_85||FTL_DE_W-DE_W_500	438	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_155||Hub_81||FTL_DE_W-GB_1500	1213.73	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_155||Hub_82||FTL_DE_W-ES_1500	1464.86	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_155||Hub_83||FTL_DE_W-DE_W_500	506.98	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_155||Hub_84||FTL_DE_W-IT_1000	890.66	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_155||Hub_85||FTL_DE_W-DE_W_500	419.47	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_156||Hub_81||FTL_DE_W-GB_1000	1134.95	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_156||Hub_82||FTL_DE_W-ES_1500	1619.86	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_156||Hub_83||FTL_DE_W-DE_W_250	337.44	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_156||Hub_84||FTL_DE_W-IT_1000	1090.02	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_156||Hub_85||FTL_DE_W-DE_W_500	472.02	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_157||Hub_81||FTL_DE_W-GB_1500	1206.72	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_157||Hub_82||FTL_DE_W-ES_1500	1482.1	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_157||Hub_83||FTL_DE_W-DE_W_500	489.33	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_157||Hub_84||FTL_DE_W-IT_1000	910.03	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_157||Hub_85||FTL_DE_W-DE_W_500	416.97	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_158||Hub_81||FTL_DE_W-GB_1500	1223.18	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_158||Hub_82||FTL_DE_W-ES_1500	1456.97	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_158||Hub_83||FTL_DE_W-DE_W_500	521.24	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_158||Hub_84||FTL_DE_W-IT_1000	875.65	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_158||Hub_85||FTL_DE_W-DE_W_500	415.58	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_159||Hub_81||FTL_DE_W-GB_1500	1223.35	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_159||Hub_82||FTL_DE_W-ES_1500	1458.73	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_159||Hub_83||FTL_DE_W-DE_W_500	520.32	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_159||Hub_84||FTL_DE_W-IT_1000	876.7	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_159||Hub_85||FTL_DE_W-DE_W_500	414.37	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_160||Hub_81||FTL_DE_W-GB_1500	1231.83	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_160||Hub_82||FTL_DE_W-ES_1500	1451.64	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_160||Hub_83||FTL_DE_W-DE_W_500	533.13	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_160||Hub_84||FTL_DE_W-IT_1000	863.21	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_160||Hub_85||FTL_DE_W-DE_W_500	411.4	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_161||Hub_81||FTL_DE_W-GB_1000	1064.14	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_161||Hub_82||FTL_DE_W-ES_2000	1907.54	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_161||Hub_83||FTL_DE_W-DE_W_250	323.29	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_161||Hub_84||FTL_DE_W-IT_1500	1446.45	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_161||Hub_85||FTL_DE_W-DE_W_1000	676.05	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_162||Hub_81||FTL_DE_W-GB_1000	1113.34	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_162||Hub_82||FTL_DE_W-ES_1500	1717.92	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_162||Hub_83||FTL_DE_W-DE_W_250	283.91	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_162||Hub_84||FTL_DE_W-IT_1000	1201.58	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_162||Hub_85||FTL_DE_W-DE_W_500	529.37	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_163||Hub_81||FTL_IT-GB_1500	1589.46	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_163||Hub_82||FTL_IT-ES_1000	1098.84	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_163||Hub_83||FTL_IT-DE_W_1000	1068.37	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_163||Hub_84||FTL_IT-IT_500	378.9	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_163||Hub_85||FTL_IT-DE_W_1000	730.34	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_164||Hub_81||FTL_IT-GB_1500	1618.08	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_164||Hub_82||FTL_IT-ES_1000	1077.61	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_164||Hub_83||FTL_IT-DE_W_1000	1111.11	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_164||Hub_84||FTL_IT-IT_250	354.92	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_164||Hub_85||FTL_IT-DE_W_1000	767.55	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_165||Hub_81||FTL_DE_W-GB_1000	1149.82	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_165||Hub_82||FTL_DE_W-ES_1500	1633.44	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_165||Hub_83||FTL_DE_W-DE_W_250	348.31	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_165||Hub_84||FTL_DE_W-IT_1000	1088.9	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_165||Hub_85||FTL_DE_W-DE_W_500	457.21	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_166||Hub_81||FTL_DE_W-GB_1500	1271.56	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_166||Hub_82||FTL_DE_W-ES_1500	1419.2	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_166||Hub_83||FTL_DE_W-DE_W_500	592.65	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_166||Hub_84||FTL_DE_W-IT_1000	800.57	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_166||Hub_85||FTL_DE_W-DE_W_500	404.56	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_167||Hub_81||FTL_DE_W-GB_1500	1231.06	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_167||Hub_82||FTL_DE_W-ES_1500	1498.73	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_167||Hub_83||FTL_DE_W-DE_W_500	504.45	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_167||Hub_84||FTL_DE_W-IT_1000	898.66	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_167||Hub_85||FTL_DE_W-DE_W_250	385.59	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_168||Hub_81||FTL_DE_W-GB_1500	1291.91	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_168||Hub_82||FTL_DE_W-ES_1500	1414.58	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_168||Hub_83||FTL_DE_W-DE_W_500	616.02	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_168||Hub_84||FTL_DE_W-IT_1000	776.41	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_168||Hub_85||FTL_DE_W-DE_W_500	395.58	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_169||Hub_81||FTL_DE_W-GB_1500	1281.97	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_169||Hub_82||FTL_DE_W-ES_1500	1430.23	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_169||Hub_83||FTL_DE_W-DE_W_500	596.67	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_169||Hub_84||FTL_DE_W-IT_1000	797.33	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_169||Hub_85||FTL_DE_W-DE_W_250	388.7	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_170||Hub_81||FTL_DE_W-GB_1500	1204.14	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_170||Hub_82||FTL_DE_W-ES_1500	1560.71	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_170||Hub_83||FTL_DE_W-DE_W_500	442.29	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_170||Hub_84||FTL_DE_W-IT_1000	974.88	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_170||Hub_85||FTL_DE_W-DE_W_500	393.47	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_171||Hub_81||FTL_DE_W-GB_1500	1278.5	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_171||Hub_82||FTL_DE_W-ES_1500	1439.01	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_171||Hub_83||FTL_DE_W-DE_W_500	587.98	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_171||Hub_84||FTL_DE_W-IT_1000	807.03	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_171||Hub_85||FTL_DE_W-DE_W_250	384.07	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_172||Hub_81||FTL_DE_W-GB_1500	1280.36	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_172||Hub_82||FTL_DE_W-ES_1500	1443.54	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_172||Hub_83||FTL_DE_W-DE_W_500	587.3	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_172||Hub_84||FTL_DE_W-IT_1000	808.35	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_172||Hub_85||FTL_DE_W-DE_W_250	379.25	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_173||Hub_81||FTL_DE_W-GB_1500	1273.02	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_173||Hub_82||FTL_DE_W-ES_1500	1454.85	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_173||Hub_83||FTL_DE_W-DE_W_500	573.2	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_173||Hub_84||FTL_DE_W-IT_1000	823.96	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_173||Hub_85||FTL_DE_W-DE_W_250	376.08	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_174||Hub_81||FTL_DE_W-GB_1500	1270.07	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_174||Hub_82||FTL_DE_W-ES_1500	1464	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_174||Hub_83||FTL_DE_W-DE_W_500	564.92	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_174||Hub_84||FTL_DE_W-IT_1000	833.68	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_174||Hub_85||FTL_DE_W-DE_W_250	371.85	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_175||Hub_81||FTL_AT-GB_1500	1435.5	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_175||Hub_82||FTL_AT-ES_1500	1313.34	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_175||Hub_83||FTL_AT-DE_W_1000	777.91	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_175||Hub_84||FTL_AT-IT_500	577.01	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_175||Hub_85||FTL_AT-DE_W_500	497.5	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_176||Hub_81||FTL_DE_W-GB_1500	1279.15	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_176||Hub_82||FTL_DE_W-ES_1500	1460.05	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_176||Hub_83||FTL_DE_W-DE_W_500	576.66	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_176||Hub_84||FTL_DE_W-IT_1000	821.64	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_176||Hub_85||FTL_DE_W-DE_W_250	367.72	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_177||Hub_81||FTL_DE_W-GB_1500	1233.83	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_177||Hub_82||FTL_DE_W-ES_1500	1550.84	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_177||Hub_83||FTL_DE_W-DE_W_500	479.76	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_177||Hub_84||FTL_DE_W-IT_1000	938.57	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_177||Hub_85||FTL_DE_W-DE_W_250	363.45	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_178||Hub_81||FTL_DE_W-GB_1000	1108.21	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_178||Hub_82||FTL_DE_W-ES_2000	2123.66	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_178||Hub_83||FTL_DE_W-DE_W_500	539.61	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_178||Hub_84||FTL_DE_W-IT_1500	1680.49	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_178||Hub_85||FTL_DE_W-DE_W_1000	854.46	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_179||Hub_81||FTL_DE_W-GB_1500	1251.82	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_179||Hub_82||FTL_DE_W-ES_1500	1520.53	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_179||Hub_83||FTL_DE_W-DE_W_500	514.77	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_179||Hub_84||FTL_DE_W-IT_1000	895.98	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_179||Hub_85||FTL_DE_W-DE_W_250	355.63	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_180||Hub_81||FTL_DE_W-GB_1000	1109.32	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_180||Hub_82||FTL_DE_W-ES_2000	2117.68	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_180||Hub_83||FTL_DE_W-DE_W_500	533.66	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_180||Hub_84||FTL_DE_W-IT_1500	1671.75	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_180||Hub_85||FTL_DE_W-DE_W_1000	846.7	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_181||Hub_81||FTL_DE_W-GB_1500	1291.16	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_181||Hub_82||FTL_DE_W-ES_1500	1464.9	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_181||Hub_83||FTL_DE_W-DE_W_500	586.7	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_181||Hub_84||FTL_DE_W-IT_1000	813.26	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_181||Hub_85||FTL_DE_W-DE_W_250	355.38	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_182||Hub_81||FTL_DE_W-GB_1500	1280.04	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_182||Hub_82||FTL_DE_W-ES_1500	1483.22	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_182||Hub_83||FTL_DE_W-DE_W_500	564.9	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_182||Hub_84||FTL_DE_W-IT_1000	838.48	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_182||Hub_85||FTL_DE_W-DE_W_250	350.96	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_183||Hub_81||FTL_DE_W-GB_1000	1114.97	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_183||Hub_82||FTL_DE_W-ES_2000	1930.35	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_183||Hub_83||FTL_DE_W-DE_W_250	367.46	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_183||Hub_84||FTL_DE_W-IT_1500	1432.83	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_183||Hub_85||FTL_DE_W-DE_W_500	692.19	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_184||Hub_81||FTL_DE_W-GB_1500	1235.56	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_184||Hub_82||FTL_DE_W-ES_1500	1561.88	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_184||Hub_83||FTL_DE_W-DE_W_500	476.34	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_184||Hub_84||FTL_DE_W-IT_1000	946.48	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_184||Hub_85||FTL_DE_W-DE_W_250	359.06	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_185||Hub_81||FTL_IT-GB_1500	1655.83	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_185||Hub_82||FTL_IT-ES_1000	1144.91	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_185||Hub_83||FTL_IT-DE_W_1000	1113.03	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_185||Hub_84||FTL_IT-IT_250	304.7	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_185||Hub_85||FTL_IT-DE_W_500	750.31	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_186||Hub_81||FTL_DE_W-GB_1500	1252.7	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_186||Hub_82||FTL_DE_W-ES_1500	1578.28	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_186||Hub_83||FTL_DE_W-DE_W_500	488.15	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_186||Hub_84||FTL_DE_W-IT_1000	945.11	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_186||Hub_85||FTL_DE_W-DE_W_250	337.52	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_187||Hub_81||FTL_DE_W-GB_1500	1384.49	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_187||Hub_82||FTL_DE_W-ES_1500	1385.76	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_187||Hub_83||FTL_DE_W-DE_W_1000	682.68	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_187||Hub_84||FTL_DE_W-IT_500	690.8	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_187||Hub_85||FTL_DE_W-DE_W_250	390.33	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_188||Hub_81||FTL_DE_W-GB_1500	1262.02	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_188||Hub_82||FTL_DE_W-ES_1500	1573.37	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_188||Hub_83||FTL_DE_W-DE_W_500	500.85	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_188||Hub_84||FTL_DE_W-IT_1000	932.05	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_188||Hub_85||FTL_DE_W-DE_W_250	328.24	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_189||Hub_81||FTL_DE_W-GB_1500	1315.92	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_189||Hub_82||FTL_DE_W-ES_1500	1506.74	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_189||Hub_83||FTL_DE_W-DE_W_500	592.19	24000	102	13.6	$inf	$inf	$inf	$inf
FTL||Supplier_189||Hub_84||FTL_DE_W-IT_1000	822.58	24000	102	13.6	$inf	$inf	$inf	$inf
